Vendedor	Produto	Estado	Mês	Cliente	Valor	Quantidade
RENATA	Rodas aro 18"	RS	Setembro	Pessoa Física	1910	68
CAIO	Rodas aro 19"	MG	Janeiro	Pessoa Física	2240	66
PRISCILA	Rodas aro 20"	CE	Maio	Pessoa Jurídica	2479	61
MIRIAN	Rodas aro 21"	MS	Janeiro	Pessoa Jurídica	3200	59
MURILO	Rodas aro 22"	PI	Março	Pessoa Jurídica	3921	59
ROBERTO	Rodas aro 13"	AC	Maio	Pessoa Física	780	59
MYSLAINE	Rodas aro 14"	AL	Outubro	Pessoa Jurídica	980	57
KATIA	Rodas aro 15"	SC	Junho	Pessoa Física	1020	56
VANESSA	Rodas aro 16"	PA	Outubro	Pessoa Física	1340	56
RENATA	Rodas aro 17"	PB	Junho	Pessoa Física	1870	56
CAIO	Rodas aro 18"	AP	Janeiro	Pessoa Jurídica	1910	54
PRISCILA	Rodas aro 19"	RR	Outubro	Pessoa Jurídica	2240	54
MIRIAN	Rodas aro 20"	RJ	Fevereiro	Pessoa Jurídica	2479	53
MURILO	Rodas aro 21"	DF	Junho	Pessoa Física	3200	53
ROBERTO	Rodas aro 22"	AL	Janeiro	Pessoa Jurídica	3921	49
MYSLAINE	Rodas aro 13"	MT	Maio	Pessoa Física	780	48
KATIA	Rodas aro 14"	PB	Agosto	Pessoa Física	980	46
VANESSA	Rodas aro 15"	MG	Maio	Pessoa Física	1020	45
RENATA	Rodas aro 16"	SC	Junho	Pessoa Jurídica	1340	44
CAIO	Rodas aro 17"	RO	Junho	Pessoa Jurídica	1870	44
PRISCILA	Rodas aro 18"	MS	Julho	Pessoa Jurídica	1910	43
MIRIAN	Rodas aro 19"	GO	Dezembro	Pessoa Física	2240	43
MURILO	Rodas aro 20"	SP	Agosto	Pessoa Jurídica	2479	40
ROBERTO	Rodas aro 21"	RN	Abril	Pessoa Física	3200	39
MYSLAINE	Rodas aro 22"	RJ	Março	Pessoa Física	3921	39
KATIA	Rodas aro 13"	SP	Abril	Pessoa Física	780	38
VANESSA	Rodas aro 14"	PE	Setembro	Pessoa Jurídica	980	38
RENATA	Rodas aro 15"	SP	Novembro	Pessoa Jurídica	1020	34
CAIO	Rodas aro 16"	DF	Março	Pessoa Jurídica	1340	33
PRISCILA	Rodas aro 17"	MA	Abril	Pessoa Física	1870	33
MIRIAN	Rodas aro 18"	AM	Março	Pessoa Jurídica	1910	32
MURILO	Rodas aro 19"	MA	Julho	Pessoa Física	2240	28
ROBERTO	Rodas aro 20"	ES	Abril	Pessoa Física	2479	28
MYSLAINE	Rodas aro 21"	AL	Setembro	Pessoa Física	3200	28
KATIA	Rodas aro 22"	BA	Abril	Pessoa Jurídica	3921	27
VANESSA	Rodas aro 13"	AM	Janeiro	Pessoa Jurídica	780	26
RENATA	Rodas aro 14"	MT	Setembro	Pessoa Jurídica	980	25
CAIO	Rodas aro 15"	DF	Dezembro	Pessoa Física	1020	25
PRISCILA	Rodas aro 16"	ES	Setembro	Pessoa Jurídica	1340	23
MIRIAN	Rodas aro 17"	RS	Outubro	Pessoa Física	1870	22
MURILO	Rodas aro 18"	TO	Dezembro	Pessoa Física	1910	20
ROBERTO	Rodas aro 19"	CE	Agosto	Pessoa Física	2240	19
MYSLAINE	Rodas aro 20"	PE	Agosto	Pessoa Jurídica	2479	17
KATIA	Rodas aro 21"	DF	Novembro	Pessoa Jurídica	3200	17
VANESSA	Rodas aro 22"	RO	Agosto	Pessoa Jurídica	3921	16
RENATA	Rodas aro 13"	AC	Outubro	Pessoa Física	780	15
CAIO	Rodas aro 14"	BA	Agosto	Pessoa Jurídica	980	12
PRISCILA	Rodas aro 15"	PI	Maio	Pessoa Física	1020	11
MIRIAN	Rodas aro 16"	AP	Dezembro	Pessoa Física	1340	10
MURILO	Rodas aro 17"	PR	Maio	Pessoa Física	1870	9
ROBERTO	Rodas aro 18"	AP	Junho	Pessoa Jurídica	1910	9
MYSLAINE	Rodas aro 19"	PB	Dezembro	Pessoa Jurídica	2240	9
KATIA	Rodas aro 20"	PI	Novembro	Pessoa Jurídica	2479	8
VANESSA	Rodas aro 21"	RR	Dezembro	Pessoa Física	3200	7
RENATA	Rodas aro 22"	PR	Junho	Pessoa Jurídica	3921	6
CAIO	Rodas aro 13"	CE	Fevereiro	Pessoa Física	780	6
PRISCILA	Rodas aro 14"	RJ	Setembro	Pessoa Física	980	6
MIRIAN	Rodas aro 15"	PB	Dezembro	Pessoa Física	1020	3
MURILO	Rodas aro 16"	DF	Março	Pessoa Jurídica	1340	1
ROBERTO	Rodas aro 17"	PB	Setembro	Pessoa Jurídica	1870	108
MYSLAINE	Rodas aro 18"	RO	Setembro	Pessoa Jurídica	1910	107
KATIA	Rodas aro 19"	AM	Outubro	Pessoa Física	2240	106
VANESSA	Rodas aro 20"	PE	Junho	Pessoa Jurídica	2479	105
RENATA	Rodas aro 21"	PA	Julho	Pessoa Física	3200	105
CAIO	Rodas aro 22"	PB	Junho	Pessoa Física	3921	104
PRISCILA	Rodas aro 13"	BA	Janeiro	Pessoa Física	780	104
MIRIAN	Rodas aro 14"	GO	Setembro	Pessoa Jurídica	980	104
MURILO	Rodas aro 15"	ES	Maio	Pessoa Jurídica	1020	102
ROBERTO	Rodas aro 16"	RO	Maio	Pessoa Jurídica	1340	99
MYSLAINE	Rodas aro 17"	RS	Junho	Pessoa Física	1870	98
KATIA	Rodas aro 18"	MS	Maio	Pessoa Jurídica	1910	96
VANESSA	Rodas aro 19"	RN	Fevereiro	Pessoa Física	2240	96
RENATA	Rodas aro 20"	AC	Janeiro	Pessoa Física	2479	94
CAIO	Rodas aro 21"	SC	Novembro	Pessoa Física	3200	93
PRISCILA	Rodas aro 22"	SE	Janeiro	Pessoa Jurídica	3921	91
MIRIAN	Rodas aro 13"	BA	Fevereiro	Pessoa Jurídica	780	90
MURILO	Rodas aro 14"	PA	Junho	Pessoa Jurídica	980	89
ROBERTO	Rodas aro 15"	BA	Janeiro	Pessoa Física	1020	87
MYSLAINE	Rodas aro 16"	PR	Janeiro	Pessoa Jurídica	1340	87
KATIA	Rodas aro 17"	AM	Julho	Pessoa Física	1870	87
VANESSA	Rodas aro 18"	MT	Março	Pessoa Física	1910	86
RENATA	Rodas aro 19"	AC	Junho	Pessoa Física	2240	81
CAIO	Rodas aro 20"	TO	Agosto	Pessoa Jurídica	2479	81
PRISCILA	Rodas aro 21"	SC	Fevereiro	Pessoa Jurídica	3200	79
MIRIAN	Rodas aro 22"	PI	Junho	Pessoa Jurídica	3921	77
MURILO	Rodas aro 13"	GO	Julho	Pessoa Física	780	76
ROBERTO	Rodas aro 14"	SP	Janeiro	Pessoa Jurídica	980	73
MYSLAINE	Rodas aro 15"	BA	Agosto	Pessoa Física	1020	70
KATIA	Rodas aro 16"	AP	Dezembro	Pessoa Física	1340	69
VANESSA	Rodas aro 17"	DF	Junho	Pessoa Física	1870	68
RENATA	Rodas aro 18"	BA	Julho	Pessoa Jurídica	1910	65
CAIO	Rodas aro 19"	AM	Setembro	Pessoa Jurídica	2240	64
PRISCILA	Rodas aro 20"	PI	Setembro	Pessoa Jurídica	2479	63
MIRIAN	Rodas aro 21"	PR	Setembro	Pessoa Física	3200	63
MURILO	Rodas aro 22"	RJ	Maio	Pessoa Jurídica	3921	63
ROBERTO	Rodas aro 13"	PB	Maio	Pessoa Física	780	62
MYSLAINE	Rodas aro 14"	DF	Janeiro	Pessoa Física	980	60
KATIA	Rodas aro 15"	ES	Maio	Pessoa Física	1020	59
VANESSA	Rodas aro 16"	DF	Maio	Pessoa Jurídica	1340	58
RENATA	Rodas aro 17"	GO	Julho	Pessoa Jurídica	1870	57
CAIO	Rodas aro 18"	RO	Fevereiro	Pessoa Jurídica	1910	55
PRISCILA	Rodas aro 19"	MG	Setembro	Pessoa Física	2240	54
MIRIAN	Rodas aro 20"	GO	Janeiro	Pessoa Jurídica	2479	54
MURILO	Rodas aro 21"	PI	Setembro	Pessoa Física	3200	54
ROBERTO	Rodas aro 22"	CE	Outubro	Pessoa Física	3921	54
MYSLAINE	Rodas aro 13"	RO	Junho	Pessoa Física	780	53
KATIA	Rodas aro 14"	BA	Julho	Pessoa Jurídica	980	51
VANESSA	Rodas aro 15"	AC	Julho	Pessoa Jurídica	1020	50
RENATA	Rodas aro 16"	RS	Agosto	Pessoa Jurídica	1340	50
CAIO	Rodas aro 17"	GO	Dezembro	Pessoa Física	1870	50
PRISCILA	Rodas aro 18"	AL	Abril	Pessoa Jurídica	1910	49
MIRIAN	Rodas aro 19"	CE	Julho	Pessoa Física	2240	45
MURILO	Rodas aro 20"	PB	Julho	Pessoa Física	2479	45
ROBERTO	Rodas aro 21"	PA	Março	Pessoa Física	3200	41
MYSLAINE	Rodas aro 22"	RN	Novembro	Pessoa Jurídica	3921	41
KATIA	Rodas aro 13"	MG	Agosto	Pessoa Jurídica	780	37
VANESSA	Rodas aro 14"	PR	Março	Pessoa Jurídica	980	36
RENATA	Rodas aro 15"	AM	Dezembro	Pessoa Física	1020	36
CAIO	Rodas aro 16"	MT	Junho	Pessoa Jurídica	1340	33
PRISCILA	Rodas aro 17"	CE	Março	Pessoa Física	1870	32
MIRIAN	Rodas aro 18"	PR	Outubro	Pessoa Física	1910	30
MURILO	Rodas aro 19"	CE	Agosto	Pessoa Física	2240	30
ROBERTO	Rodas aro 20"	PI	Junho	Pessoa Jurídica	2479	28
MYSLAINE	Rodas aro 21"	PI	Janeiro	Pessoa Jurídica	3200	28
KATIA	Rodas aro 22"	BA	Dezembro	Pessoa Jurídica	3921	28
VANESSA	Rodas aro 13"	MT	Agosto	Pessoa Física	780	27
RENATA	Rodas aro 14"	RO	Novembro	Pessoa Jurídica	980	27
CAIO	Rodas aro 15"	PB	Setembro	Pessoa Física	1020	23
PRISCILA	Rodas aro 16"	AC	Agosto	Pessoa Física	1340	23
MIRIAN	Rodas aro 17"	RR	Abril	Pessoa Física	1870	21
MURILO	Rodas aro 18"	SE	Agosto	Pessoa Jurídica	1910	19
ROBERTO	Rodas aro 19"	GO	Agosto	Pessoa Jurídica	2240	18
MYSLAINE	Rodas aro 20"	CE	Fevereiro	Pessoa Jurídica	2479	18
KATIA	Rodas aro 21"	RN	Julho	Pessoa Física	3200	17
VANESSA	Rodas aro 22"	AC	Novembro	Pessoa Jurídica	3921	16
RENATA	Rodas aro 13"	PR	Março	Pessoa Física	780	15
CAIO	Rodas aro 14"	CE	Junho	Pessoa Física	980	13
PRISCILA	Rodas aro 15"	TO	Fevereiro	Pessoa Física	1020	13
MIRIAN	Rodas aro 16"	AM	Janeiro	Pessoa Jurídica	1340	12
MURILO	Rodas aro 17"	PA	Setembro	Pessoa Jurídica	1870	9
ROBERTO	Rodas aro 18"	RS	Julho	Pessoa Jurídica	1910	9
MYSLAINE	Rodas aro 19"	PI	Outubro	Pessoa Física	2240	8
KATIA	Rodas aro 20"	RN	Setembro	Pessoa Jurídica	2479	8
VANESSA	Rodas aro 21"	PA	Março	Pessoa Física	3200	5
RENATA	Rodas aro 22"	PI	Dezembro	Pessoa Física	3921	4
CAIO	Rodas aro 13"	PR	Fevereiro	Pessoa Física	780	3
PRISCILA	Rodas aro 14"	SE	Janeiro	Pessoa Jurídica	980	3
MIRIAN	Rodas aro 15"	RN	Maio	Pessoa Jurídica	1020	1
MURILO	Rodas aro 16"	PR	Março	Pessoa Jurídica	1340	110
ROBERTO	Rodas aro 17"	PA	Fevereiro	Pessoa Física	1870	110
MYSLAINE	Rodas aro 18"	RS	Setembro	Pessoa Jurídica	1910	110
KATIA	Rodas aro 19"	GO	Setembro	Pessoa Física	2240	109
VANESSA	Rodas aro 20"	PE	Novembro	Pessoa Física	2479	109
RENATA	Rodas aro 21"	AM	Dezembro	Pessoa Física	3200	109
CAIO	Rodas aro 22"	BA	Novembro	Pessoa Jurídica	3921	108
PRISCILA	Rodas aro 13"	CE	Julho	Pessoa Jurídica	780	108
MIRIAN	Rodas aro 14"	PE	Novembro	Pessoa Jurídica	980	107
MURILO	Rodas aro 15"	TO	Julho	Pessoa Física	1020	106
ROBERTO	Rodas aro 16"	SC	Novembro	Pessoa Jurídica	1340	104
MYSLAINE	Rodas aro 17"	MS	Novembro	Pessoa Física	1870	103
KATIA	Rodas aro 18"	GO	Janeiro	Pessoa Física	1910	102
VANESSA	Rodas aro 19"	CE	Abril	Pessoa Física	2240	101
RENATA	Rodas aro 20"	TO	Agosto	Pessoa Jurídica	2479	101
CAIO	Rodas aro 21"	TO	Janeiro	Pessoa Jurídica	3200	101
PRISCILA	Rodas aro 22"	DF	Fevereiro	Pessoa Jurídica	3921	94
MIRIAN	Rodas aro 13"	MT	Janeiro	Pessoa Física	780	93
MURILO	Rodas aro 14"	AC	Junho	Pessoa Jurídica	980	92
ROBERTO	Rodas aro 15"	RO	Agosto	Pessoa Física	1020	92
MYSLAINE	Rodas aro 16"	DF	Fevereiro	Pessoa Física	1340	91
KATIA	Rodas aro 17"	BA	Abril	Pessoa Física	1870	90
VANESSA	Rodas aro 18"	BA	Abril	Pessoa Jurídica	1910	89
RENATA	Rodas aro 19"	PB	Agosto	Pessoa Jurídica	2240	89
CAIO	Rodas aro 20"	AL	Setembro	Pessoa Jurídica	2479	88
PRISCILA	Rodas aro 21"	PR	Outubro	Pessoa Física	3200	86
MIRIAN	Rodas aro 22"	RJ	Dezembro	Pessoa Jurídica	3921	84
MURILO	Rodas aro 13"	MT	Abril	Pessoa Física	780	81
ROBERTO	Rodas aro 14"	MA	Abril	Pessoa Física	980	80
MYSLAINE	Rodas aro 15"	MT	Fevereiro	Pessoa Física	1020	80
KATIA	Rodas aro 16"	RS	Agosto	Pessoa Jurídica	1340	80
VANESSA	Rodas aro 17"	AM	Fevereiro	Pessoa Jurídica	1870	78
RENATA	Rodas aro 18"	GO	Novembro	Pessoa Jurídica	1910	77
CAIO	Rodas aro 19"	CE	Dezembro	Pessoa Física	2240	77
PRISCILA	Rodas aro 20"	GO	Agosto	Pessoa Jurídica	2479	75
MIRIAN	Rodas aro 21"	PR	Maio	Pessoa Física	3200	74
MURILO	Rodas aro 22"	RN	Maio	Pessoa Física	3921	71
ROBERTO	Rodas aro 13"	DF	Março	Pessoa Física	780	70
MYSLAINE	Rodas aro 14"	AM	Março	Pessoa Jurídica	980	69
KATIA	Rodas aro 15"	SP	Março	Pessoa Jurídica	1020	67
VANESSA	Rodas aro 16"	ES	Maio	Pessoa Jurídica	1340	67
RENATA	Rodas aro 17"	AC	Janeiro	Pessoa Física	1870	64
CAIO	Rodas aro 18"	SE	Agosto	Pessoa Jurídica	1910	63
PRISCILA	Rodas aro 19"	MS	Março	Pessoa Física	2240	63
MIRIAN	Rodas aro 20"	DF	Julho	Pessoa Física	2479	59
MURILO	Rodas aro 21"	SE	Maio	Pessoa Física	3200	59
ROBERTO	Rodas aro 22"	PA	Março	Pessoa Jurídica	3921	58
MYSLAINE	Rodas aro 13"	RR	Junho	Pessoa Jurídica	780	58
KATIA	Rodas aro 14"	PE	Junho	Pessoa Jurídica	980	57
VANESSA	Rodas aro 15"	GO	Julho	Pessoa Física	1020	57
RENATA	Rodas aro 16"	MS	Outubro	Pessoa Jurídica	1340	56
CAIO	Rodas aro 17"	RN	Novembro	Pessoa Física	1870	56
PRISCILA	Rodas aro 18"	AC	Setembro	Pessoa Física	1910	55
MIRIAN	Rodas aro 19"	AP	Janeiro	Pessoa Física	2240	54
MURILO	Rodas aro 20"	SC	Março	Pessoa Jurídica	2479	54
ROBERTO	Rodas aro 21"	SE	Outubro	Pessoa Jurídica	3200	52
MYSLAINE	Rodas aro 22"	PA	Setembro	Pessoa Jurídica	3921	52
KATIA	Rodas aro 13"	PB	Outubro	Pessoa Física	780	52
VANESSA	Rodas aro 14"	TO	Julho	Pessoa Jurídica	980	51
RENATA	Rodas aro 15"	AP	Abril	Pessoa Física	1020	50
CAIO	Rodas aro 16"	BA	Fevereiro	Pessoa Física	1340	49
PRISCILA	Rodas aro 17"	TO	Setembro	Pessoa Física	1870	49
MIRIAN	Rodas aro 18"	MT	Outubro	Pessoa Jurídica	1910	47
MURILO	Rodas aro 19"	SP	Julho	Pessoa Jurídica	2240	47
ROBERTO	Rodas aro 20"	PR	Janeiro	Pessoa Jurídica	2479	46
MYSLAINE	Rodas aro 21"	ES	Março	Pessoa Física	3200	45
KATIA	Rodas aro 22"	AC	Maio	Pessoa Jurídica	3921	41
VANESSA	Rodas aro 13"	ES	Novembro	Pessoa Física	780	41
RENATA	Rodas aro 14"	MA	Dezembro	Pessoa Física	980	40
CAIO	Rodas aro 15"	BA	Outubro	Pessoa Física	1020	39
PRISCILA	Rodas aro 16"	MA	Novembro	Pessoa Jurídica	1340	39
MIRIAN	Rodas aro 17"	SP	Junho	Pessoa Jurídica	1870	38
MURILO	Rodas aro 18"	CE	Janeiro	Pessoa Jurídica	1910	38
ROBERTO	Rodas aro 19"	SP	Junho	Pessoa Física	2240	36
MYSLAINE	Rodas aro 20"	BA	Outubro	Pessoa Jurídica	2479	35
KATIA	Rodas aro 21"	AM	Dezembro	Pessoa Física	3200	32
VANESSA	Rodas aro 22"	PI	Abril	Pessoa Física	3921	31
RENATA	Rodas aro 13"	SP	Abril	Pessoa Física	780	30
CAIO	Rodas aro 14"	PB	Agosto	Pessoa Jurídica	980	29
PRISCILA	Rodas aro 15"	SP	Agosto	Pessoa Jurídica	1020	28
MIRIAN	Rodas aro 16"	RS	Novembro	Pessoa Jurídica	1340	28
MURILO	Rodas aro 17"	PA	Março	Pessoa Física	1870	28
ROBERTO	Rodas aro 18"	GO	Outubro	Pessoa Jurídica	1910	26
MYSLAINE	Rodas aro 19"	MA	Agosto	Pessoa Física	2240	25
KATIA	Rodas aro 20"	AP	Outubro	Pessoa Física	2479	25
VANESSA	Rodas aro 21"	TO	Outubro	Pessoa Física	3200	24
RENATA	Rodas aro 22"	GO	Maio	Pessoa Jurídica	3921	24
CAIO	Rodas aro 13"	RO	Novembro	Pessoa Jurídica	780	22
PRISCILA	Rodas aro 14"	AC	Agosto	Pessoa Jurídica	980	22
MIRIAN	Rodas aro 15"	CE	Julho	Pessoa Física	1020	17
MURILO	Rodas aro 16"	PB	Novembro	Pessoa Jurídica	1340	17
ROBERTO	Rodas aro 17"	PA	Janeiro	Pessoa Física	1870	15
MYSLAINE	Rodas aro 18"	MT	Março	Pessoa Física	1910	14
KATIA	Rodas aro 19"	MG	Setembro	Pessoa Física	2240	14
VANESSA	Rodas aro 20"	MG	Agosto	Pessoa Jurídica	2479	11
RENATA	Rodas aro 21"	BA	Junho	Pessoa Jurídica	3200	8
CAIO	Rodas aro 22"	SE	Abril	Pessoa Jurídica	3921	7
PRISCILA	Rodas aro 13"	AC	Março	Pessoa Física	780	7
MIRIAN	Rodas aro 14"	AL	Junho	Pessoa Jurídica	980	5
MURILO	Rodas aro 15"	AP	Maio	Pessoa Física	1020	4
ROBERTO	Rodas aro 16"	MT	Agosto	Pessoa Física	1340	3
MYSLAINE	Rodas aro 17"	AM	Janeiro	Pessoa Física	1870	3
KATIA	Rodas aro 18"	RO	Dezembro	Pessoa Jurídica	1910	1
VANESSA	Rodas aro 19"	RJ	Junho	Pessoa Jurídica	2240	102
RENATA	Rodas aro 20"	MG	Março	Pessoa Jurídica	2479	102
CAIO	Rodas aro 21"	GO	Novembro	Pessoa Física	3200	101
PRISCILA	Rodas aro 22"	PI	Julho	Pessoa Jurídica	3921	100
MIRIAN	Rodas aro 13"	DF	Outubro	Pessoa Física	780	100
MURILO	Rodas aro 14"	MS	Abril	Pessoa Física	980	99
ROBERTO	Rodas aro 15"	SP	Novembro	Pessoa Física	1020	96
MYSLAINE	Rodas aro 16"	PI	Julho	Pessoa Jurídica	1340	95
KATIA	Rodas aro 17"	PA	Agosto	Pessoa Jurídica	1870	95
VANESSA	Rodas aro 18"	AP	Março	Pessoa Jurídica	1910	94
RENATA	Rodas aro 19"	PE	Outubro	Pessoa Física	2240	93
CAIO	Rodas aro 20"	RN	Julho	Pessoa Jurídica	2479	93
PRISCILA	Rodas aro 21"	SP	Junho	Pessoa Física	3200	92
MIRIAN	Rodas aro 22"	MS	Outubro	Pessoa Física	3921	92
MURILO	Rodas aro 13"	MS	Setembro	Pessoa Física	780	91
ROBERTO	Rodas aro 14"	GO	Abril	Pessoa Jurídica	980	89
MYSLAINE	Rodas aro 15"	PI	Julho	Pessoa Jurídica	1020	88
KATIA	Rodas aro 16"	PR	Outubro	Pessoa Jurídica	1340	87
VANESSA	Rodas aro 17"	PA	Abril	Pessoa Física	1870	86
RENATA	Rodas aro 18"	RJ	Outubro	Pessoa Jurídica	1910	85
CAIO	Rodas aro 19"	SP	Dezembro	Pessoa Física	2240	84
PRISCILA	Rodas aro 20"	MS	Junho	Pessoa Física	2479	84
MIRIAN	Rodas aro 21"	PB	Março	Pessoa Física	3200	83
MURILO	Rodas aro 22"	SP	Março	Pessoa Jurídica	3921	83
ROBERTO	Rodas aro 13"	SE	Agosto	Pessoa Jurídica	780	82
MYSLAINE	Rodas aro 14"	SE	Outubro	Pessoa Jurídica	980	82
KATIA	Rodas aro 15"	SP	Agosto	Pessoa Física	1020	81
VANESSA	Rodas aro 16"	ES	Maio	Pessoa Jurídica	1340	81
RENATA	Rodas aro 17"	DF	Agosto	Pessoa Física	1870	80
CAIO	Rodas aro 18"	SP	Julho	Pessoa Física	1910	79
PRISCILA	Rodas aro 19"	AC	Maio	Pessoa Física	2240	74
MIRIAN	Rodas aro 20"	TO	Fevereiro	Pessoa Jurídica	2479	72
MURILO	Rodas aro 21"	AL	Maio	Pessoa Jurídica	3200	70
ROBERTO	Rodas aro 22"	GO	Abril	Pessoa Jurídica	3921	70
MYSLAINE	Rodas aro 13"	AC	Outubro	Pessoa Física	780	70
KATIA	Rodas aro 14"	AM	Junho	Pessoa Jurídica	980	70
VANESSA	Rodas aro 15"	RS	Outubro	Pessoa Física	1020	69
RENATA	Rodas aro 16"	AL	Agosto	Pessoa Física	1340	66
CAIO	Rodas aro 17"	PI	Julho	Pessoa Física	1870	60
PRISCILA	Rodas aro 18"	DF	Maio	Pessoa Jurídica	1910	59
MIRIAN	Rodas aro 19"	RN	Dezembro	Pessoa Jurídica	2240	59
MURILO	Rodas aro 20"	RN	Dezembro	Pessoa Jurídica	2479	58
ROBERTO	Rodas aro 21"	AP	Março	Pessoa Física	3200	57
MYSLAINE	Rodas aro 22"	CE	Março	Pessoa Jurídica	3921	57
KATIA	Rodas aro 13"	ES	Junho	Pessoa Física	780	56
VANESSA	Rodas aro 14"	BA	Outubro	Pessoa Física	980	55
RENATA	Rodas aro 15"	BA	Março	Pessoa Física	1020	54
CAIO	Rodas aro 16"	AM	Julho	Pessoa Jurídica	1340	54
PRISCILA	Rodas aro 17"	AC	Julho	Pessoa Jurídica	1870	52
MIRIAN	Rodas aro 18"	CE	Dezembro	Pessoa Jurídica	1910	49
MURILO	Rodas aro 19"	GO	Novembro	Pessoa Física	2240	49
ROBERTO	Rodas aro 20"	AC	Agosto	Pessoa Jurídica	2479	49
MYSLAINE	Rodas aro 21"	GO	Janeiro	Pessoa Física	3200	48
KATIA	Rodas aro 22"	RJ	Fevereiro	Pessoa Física	3921	47
VANESSA	Rodas aro 13"	CE	Março	Pessoa Física	780	46
RENATA	Rodas aro 14"	RO	Maio	Pessoa Jurídica	980	45
CAIO	Rodas aro 15"	PE	Dezembro	Pessoa Jurídica	1020	45
PRISCILA	Rodas aro 16"	AM	Julho	Pessoa Jurídica	1340	42
MIRIAN	Rodas aro 17"	SC	Agosto	Pessoa Física	1870	39
MURILO	Rodas aro 18"	AL	Julho	Pessoa Jurídica	1910	38
ROBERTO	Rodas aro 19"	SE	Fevereiro	Pessoa Física	2240	37
MYSLAINE	Rodas aro 20"	AM	Julho	Pessoa Física	2479	36
KATIA	Rodas aro 21"	AM	Agosto	Pessoa Física	3200	35
VANESSA	Rodas aro 22"	SE	Setembro	Pessoa Jurídica	3921	35
RENATA	Rodas aro 13"	GO	Setembro	Pessoa Jurídica	780	33
CAIO	Rodas aro 14"	RO	Abril	Pessoa Jurídica	980	32
PRISCILA	Rodas aro 15"	MT	Julho	Pessoa Física	1020	32
MIRIAN	Rodas aro 16"	PR	Novembro	Pessoa Jurídica	1340	31
MURILO	Rodas aro 17"	RS	Junho	Pessoa Física	1870	31
ROBERTO	Rodas aro 18"	CE	Dezembro	Pessoa Física	1910	29
MYSLAINE	Rodas aro 19"	BA	Julho	Pessoa Física	2240	24
KATIA	Rodas aro 20"	RJ	Dezembro	Pessoa Jurídica	2479	22
VANESSA	Rodas aro 21"	RR	Dezembro	Pessoa Jurídica	3200	21
RENATA	Rodas aro 22"	MS	Fevereiro	Pessoa Jurídica	3921	19
CAIO	Rodas aro 13"	SP	Outubro	Pessoa Física	780	18
PRISCILA	Rodas aro 14"	RJ	Agosto	Pessoa Jurídica	980	18
MIRIAN	Rodas aro 15"	RN	Fevereiro	Pessoa Física	1020	15
MURILO	Rodas aro 16"	MS	Março	Pessoa Física	1340	15
ROBERTO	Rodas aro 17"	ES	Setembro	Pessoa Física	1870	15
MYSLAINE	Rodas aro 18"	PB	Fevereiro	Pessoa Jurídica	1910	14
KATIA	Rodas aro 19"	DF	Outubro	Pessoa Jurídica	2240	11
VANESSA	Rodas aro 20"	SP	Março	Pessoa Jurídica	2479	9
RENATA	Rodas aro 21"	RS	Junho	Pessoa Física	3200	8
CAIO	Rodas aro 22"	PE	Maio	Pessoa Jurídica	3921	8
PRISCILA	Rodas aro 13"	ES	Fevereiro	Pessoa Física	780	8
MIRIAN	Rodas aro 14"	CE	Dezembro	Pessoa Física	980	8
MURILO	Rodas aro 15"	PI	Setembro	Pessoa Física	1020	7
ROBERTO	Rodas aro 16"	DF	Abril	Pessoa Jurídica	1340	7
MYSLAINE	Rodas aro 17"	AM	Junho	Pessoa Jurídica	1870	4
KATIA	Rodas aro 18"	RN	Março	Pessoa Jurídica	1910	4
VANESSA	Rodas aro 19"	BA	Janeiro	Pessoa Física	2240	4
RENATA	Rodas aro 20"	CE	Outubro	Pessoa Jurídica	2479	3
CAIO	Rodas aro 21"	PE	Fevereiro	Pessoa Física	3200	3
PRISCILA	Rodas aro 22"	MS	Setembro	Pessoa Física	3921	2
MIRIAN	Rodas aro 13"	TO	Maio	Pessoa Física	780	1
MURILO	Rodas aro 14"	PE	Novembro	Pessoa Jurídica	980	1
ROBERTO	Rodas aro 15"	SC	Agosto	Pessoa Jurídica	1020	110
MYSLAINE	Rodas aro 16"	PI	Abril	Pessoa Jurídica	1340	110
KATIA	Rodas aro 17"	MT	Fevereiro	Pessoa Física	1870	106
VANESSA	Rodas aro 18"	GO	Junho	Pessoa Jurídica	1910	105
RENATA	Rodas aro 19"	MS	Maio	Pessoa Física	2240	105
CAIO	Rodas aro 20"	ES	Setembro	Pessoa Física	2479	105
PRISCILA	Rodas aro 21"	AP	Julho	Pessoa Física	3200	102
MIRIAN	Rodas aro 22"	PI	Janeiro	Pessoa Jurídica	3921	102
MURILO	Rodas aro 13"	SP	Janeiro	Pessoa Jurídica	780	102
ROBERTO	Rodas aro 14"	MA	Novembro	Pessoa Jurídica	980	102
MYSLAINE	Rodas aro 15"	DF	Janeiro	Pessoa Física	1020	100
KATIA	Rodas aro 16"	CE	Dezembro	Pessoa Jurídica	1340	99
VANESSA	Rodas aro 17"	DF	Março	Pessoa Física	1870	99
RENATA	Rodas aro 18"	SE	Dezembro	Pessoa Física	1910	96
CAIO	Rodas aro 19"	MA	Julho	Pessoa Física	2240	96
PRISCILA	Rodas aro 20"	RJ	Junho	Pessoa Jurídica	2479	95
MIRIAN	Rodas aro 21"	PR	Março	Pessoa Jurídica	3200	95
MURILO	Rodas aro 22"	PA	Abril	Pessoa Jurídica	3921	94
